=== DLL Injected into Minecraft ===
=== VimeWorld AutoMapper Started ===
Class map: net/minecraft/world/chunk/NibbleArray -> amw
Class map: net/minecraft/world/chunk/EmptyChunk -> amx
Class map: net/minecraft/world/chunk/Chunk -> amy
Class map: net/minecraft/world/chunk/Chunk$1 -> amy$1
Class map: net/minecraft/world/chunk/Chunk$2 -> amy$2
Class map: net/minecraft/world/chunk/Chunk$3 -> amy$3
Class map: net/minecraft/world/chunk/Chunk$EnumCreateEntityType -> amy$a
Class map: net/minecraft/world/chunk/storage/ExtendedBlockStorage -> amz
Class map: net/minecraft/command/server/CommandListBans -> an
Class map: net/minecraft/world/chunk/storage/NibbleArrayReader -> ana
Class map: net/minecraft/world/chunk/storage/IChunkLoader -> and
Class map: net/minecraft/world/chunk/storage/ChunkLoader -> ang
Class map: net/minecraft/world/chunk/storage/ChunkLoader$AnvilConverterData -> ang$a
Class map: net/minecraft/world/chunk/storage/RegionFile -> anh
Class map: net/minecraft/world/chunk/storage/RegionFile$ChunkBuffer -> anh$a
Class map: net/minecraft/world/chunk/storage/RegionFileCache -> ani
Class map: net/minecraft/world/chunk/storage/AnvilChunkLoader -> anj
Class map: net/minecraft/world/WorldProvider -> anm
Class map: net/minecraft/world/WorldProviderHell -> ann
Class map: net/minecraft/world/WorldProviderHell$1 -> ann$1
Class map: net/minecraft/world/WorldProviderSurface -> ano
Class map: net/minecraft/world/WorldProviderEnd -> anp
Class map: net/minecraft/world/gen/MapGenRavine -> anr
Class map: net/minecraft/world/chunk/ChunkPrimer -> ans
Class map: net/minecraft/world/gen/ChunkProviderSettings -> ant
Class map: net/minecraft/world/gen/ChunkProviderSettings$1 -> ant$1
Class map: net/minecraft/world/gen/ChunkProviderSettings$Factory -> ant$a
Class map: net/minecraft/world/gen/ChunkProviderSettings$Serializer -> ant$b
Class map: net/minecraft/world/gen/ChunkProviderDebug -> anu
Class map: net/minecraft/world/gen/ChunkProviderFlat -> anv
Class map: net/minecraft/world/gen/ChunkProviderHell -> anw
Class map: net/minecraft/world/gen/MapGenCaves -> anx
Class map: net/minecraft/world/gen/MapGenBase -> any
Class map: net/minecraft/world/gen/MapGenCavesHell -> anz
Class map: net/minecraft/command/server/CommandListPlayers -> ao
Class map: net/minecraft/world/gen/ChunkProviderGenerate -> aoa
Class map: net/minecraft/world/gen/ChunkProviderEnd -> aob
Class map: net/minecraft/world/gen/feature/WorldGenAbstractTree -> aoh
Class map: net/minecraft/world/gen/feature/WorldGenBigTree -> aoi
Class map: net/minecraft/world/gen/feature/WorldGenBigTree$FoliageCoordinates -> aoi$a
Class map: net/minecraft/world/gen/feature/WorldGenForest -> aoj
Class map: net/minecraft/world/gen/feature/WorldGenBlockBlob -> aok
Class map: net/minecraft/world/gen/feature/WorldGeneratorBonusChest -> aol
Class map: net/minecraft/world/gen/GeneratorBushFeature -> aom
Class map: net/minecraft/world/gen/feature/WorldGenCactus -> aon
Class map: net/minecraft/world/gen/feature/WorldGenClay -> aop
Class map: net/minecraft/world/gen/feature/WorldGenDeadBush -> aoq
Class map: net/minecraft/world/gen/feature/WorldGenDesertWells -> aor
Class map: net/minecraft/world/gen/feature/WorldGenDoublePlant -> aos
Class map: net/minecraft/world/gen/feature/WorldGenerator -> aot
Class map: net/minecraft/world/gen/feature/WorldGenFlowers -> aou
Class map: net/minecraft/world/gen/feature/WorldGenShrub -> aov
Class map: net/minecraft/world/gen/feature/WorldGenFire -> aow
Class map: net/minecraft/world/gen/feature/WorldGenGlowStone2 -> aox
Class map: net/minecraft/world/gen/feature/WorldGenHellLava -> aoy
Class map: net/minecraft/world/gen/feature/WorldGenBigMushroom -> aoz
Class map: net/minecraft/command/server/CommandMessage -> ap
Class map: net/minecraft/world/gen/feature/WorldGenIcePath -> apa
Class map: net/minecraft/world/gen/feature/WorldGenIceSpike -> apb
Class map: net/minecraft/world/gen/feature/WorldGenLakes -> apc
Class map: net/minecraft/world/gen/feature/WorldGenGlowStone1 -> apd
Class map: net/minecraft/world/gen/feature/WorldGenMegaJungle -> ape
Class map: net/minecraft/world/gen/feature/WorldGenMegaPineTree -> apf
Class map: net/minecraft/world/gen/feature/WorldGenHugeTrees -> apg
Class map: net/minecraft/world/gen/feature/WorldGenMelon -> aph
Class map: net/minecraft/world/gen/feature/WorldGenDungeons -> api
Class map: net/minecraft/world/gen/feature/WorldGenMinable -> apj
Class map: net/minecraft/world/gen/feature/WorldGenTaiga1 -> apk
Class map: net/minecraft/world/gen/feature/WorldGenPumpkin -> apl
Class map: net/minecraft/world/gen/feature/WorldGenReed -> apm
Class map: net/minecraft/world/gen/feature/WorldGenCanopyTree -> apn
Class map: net/minecraft/world/gen/feature/WorldGenSand -> apo
Class map: net/minecraft/world/gen/feature/WorldGenSavannaTree -> app
Class map: net/minecraft/world/gen/feature/WorldGenSpikes -> apq
Class map: net/minecraft/world/gen/feature/WorldGenLiquids -> apr
Class map: net/minecraft/world/gen/feature/WorldGenTaiga2 -> aps
Class map: net/minecraft/world/gen/feature/WorldGenSwamp -> apt
Class map: net/minecraft/world/gen/feature/WorldGenTallGrass -> apu
Class map: net/minecraft/world/gen/feature/WorldGenTrees -> apv
Class map: net/minecraft/world/gen/feature/WorldGenVines -> apw
Class map: net/minecraft/world/gen/feature/WorldGenWaterlily -> apx
Class map: net/minecraft/world/gen/FlatGeneratorInfo -> apz
Class map: net/minecraft/command/server/CommandMessageRaw -> aq
Class map: net/minecraft/world/gen/FlatLayerInfo -> aqa
Class map: net/minecraft/world/gen/structure/StructureBoundingBox -> aqe
Class map: net/minecraft/world/gen/structure/StructureBoundingBox$1 -> aqe$1
Class map: net/minecraft/world/gen/structure/MapGenMineshaft -> aqf
Class map: net/minecraft/world/gen/structure/StructureMineshaftPieces -> aqg
Class map: net/minecraft/world/gen/structure/StructureMineshaftPieces$1 -> aqg$1
Class map: net/minecraft/world/gen/structure/StructureMineshaftPieces$Corridor -> aqg$a
Class map: net/minecraft/world/gen/structure/StructureMineshaftPieces$Cross -> aqg$b
Class map: net/minecraft/world/gen/structure/StructureMineshaftPieces$Room -> aqg$c
Class map: net/minecraft/world/gen/structure/StructureMineshaftPieces$Stairs -> aqg$d
Class map: net/minecraft/world/gen/structure/StructureMineshaftStart -> aqh
Class map: net/minecraft/world/gen/structure/MapGenNetherBridge -> aqi
Class map: net/minecraft/world/gen/structure/MapGenNetherBridge$Start -> aqi$a
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces -> aqj
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$1 -> aqj$1
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Crossing3 -> aqj$a
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$End -> aqj$b
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Straight -> aqj$c
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor3 -> aqj$d
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor4 -> aqj$e
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Entrance -> aqj$f
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Crossing2 -> aqj$g
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor -> aqj$h
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor5 -> aqj$i
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor2 -> aqj$j
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$NetherStalkRoom -> aqj$k
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Throne -> aqj$l
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Piece -> aqj$m
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$PieceWeight -> aqj$n
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Crossing -> aqj$o
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Stairs -> aqj$p
Class map: net/minecraft/world/gen/structure/StructureNetherBridgePieces$Start -> aqj$q
Class map: net/minecraft/world/gen/structure/StructureOceanMonument -> aqk
Class map: net/minecraft/world/gen/structure/StructureOceanMonument$StartMonument -> aqk$a
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces -> aql
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$1 -> aql$1
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$XDoubleRoomFitHelper -> aql$a
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$XYDoubleRoomFitHelper -> aql$b
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$YDoubleRoomFitHelper -> aql$c
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$YZDoubleRoomFitHelper -> aql$d
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$ZDoubleRoomFitHelper -> aql$e
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$FitSimpleRoomHelper -> aql$f
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$FitSimpleRoomTopHelper -> aql$g
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentBuilding -> aql$h
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentRoomFitHelper -> aql$i
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$MonumentCoreRoom -> aql$j
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$DoubleXRoom -> aql$k
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$DoubleXYRoom -> aql$l
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$DoubleYRoom -> aql$m
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$DoubleYZRoom -> aql$n
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$DoubleZRoom -> aql$o
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$EntryRoom -> aql$p
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Penthouse -> aql$q
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$Piece -> aql$r
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleRoom -> aql$s
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$SimpleTopRoom -> aql$t
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$WingRoom -> aql$u
Class map: net/minecraft/world/gen/structure/StructureOceanMonumentPieces$RoomDefinition -> aql$v
Class map: net/minecraft/world/gen/structure/MapGenScatteredFeature -> aqm
Class map: net/minecraft/world/gen/structure/MapGenScatteredFeature$Start -> aqm$a
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces -> aqn
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$1 -> aqn$1
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$DesertPyramid -> aqn$a
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid -> aqn$b
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid$Stones -> aqn$b$a
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$Feature -> aqn$c
Class map: net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$SwampHut -> aqn$d
Class map: net/minecraft/world/gen/structure/MapGenStronghold -> aqo
Class map: net/minecraft/world/gen/structure/MapGenStronghold$Start -> aqo$a
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces -> aqp
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$1 -> aqp$1
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$2 -> aqp$2
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$3 -> aqp$3
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$ChestCorridor -> aqp$a
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Corridor -> aqp$b
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Crossing -> aqp$c
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$LeftTurn -> aqp$d
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Library -> aqp$e
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$PieceWeight -> aqp$f
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$PortalRoom -> aqp$g
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Prison -> aqp$h
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$RightTurn -> aqp$i
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$RoomCrossing -> aqp$j
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Stones -> aqp$k
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs -> aqp$l
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs2 -> aqp$m
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Straight -> aqp$n
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$StairsStraight -> aqp$o
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold -> aqp$p
Class map: net/minecraft/world/gen/structure/StructureStrongholdPieces$Stronghold$Door -> aqp$p$a
Class map: net/minecraft/world/gen/structure/MapGenStructure -> aqq
Class map: net/minecraft/world/gen/structure/MapGenStructure$1 -> aqq$1
Class map: net/minecraft/world/gen/structure/MapGenStructure$2 -> aqq$2
Class map: net/minecraft/world/gen/structure/MapGenStructure$3 -> aqq$3
Class map: net/minecraft/world/gen/structure/MapGenStructureIO -> aqr
Class map: net/minecraft/world/gen/structure/MapGenStructureData -> aqs
Class map: net/minecraft/world/gen/structure/StructureComponent -> aqt
Class map: net/minecraft/world/gen/structure/StructureComponent$1 -> aqt$1
Class map: net/minecraft/world/gen/structure/StructureComponent$BlockSelector -> aqt$a
Class map: net/minecraft/world/gen/structure/StructureStart -> aqu
Class map: net/minecraft/world/gen/structure/MapGenVillage -> aqv
Class map: net/minecraft/world/gen/structure/MapGenVillage$Start -> aqv$a
Class map: net/minecraft/world/gen/structure/StructureVillagePieces -> aqw
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$1 -> aqw$1
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$House1 -> aqw$a
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Field1 -> aqw$b
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Field2 -> aqw$c
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Torch -> aqw$d
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$PieceWeight -> aqw$e
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Hall -> aqw$f
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$House4Garden -> aqw$g
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$WoodHut -> aqw$h
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Church -> aqw$i
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$House2 -> aqw$j
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Start -> aqw$k
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Path -> aqw$l
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$House3 -> aqw$m
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Village -> aqw$n
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Road -> aqw$o
Class map: net/minecraft/world/gen/structure/StructureVillagePieces$Well -> aqw$p
Class map: net/minecraft/command/server/CommandOp -> ar
Class map: net/minecraft/world/gen/NoiseGeneratorImproved -> arb
Class map: net/minecraft/world/gen/NoiseGeneratorOctaves -> arc
Class map: net/minecraft/world/gen/NoiseGeneratorPerlin -> ard
Class map: net/minecraft/world/gen/NoiseGeneratorSimplex -> arg
Class map: net/minecraft/world/gen/NoiseGenerator -> arh
Class map: net/minecraft/block/material/MaterialLogic -> arj
Class map: net/minecraft/block/material/MaterialTransparent -> ark
Class map: net/minecraft/block/material/MaterialLiquid -> arl
Class map: net/minecraft/block/material/Material -> arm
Class map: net/minecraft/block/material/Material$1 -> arm$1
Class map: net/minecraft/block/material/MapColor -> arn
Class map: net/minecraft/block/material/MaterialPortal -> aro
Class map: net/minecraft/world/gen/layer/GenLayerDeepOcean -> arq
Class map: net/minecraft/world/gen/layer/GenLayerEdge -> arr
Class map: net/minecraft/world/gen/layer/GenLayerEdge$1 -> arr$1
Class map: net/minecraft/world/gen/layer/GenLayerEdge$Mode -> arr$a
Class map: net/minecraft/world/gen/layer/GenLayerAddIsland -> ars
Class map: net/minecraft/world/gen/layer/GenLayerAddMushroomIsland -> art
Class map: net/minecraft/world/gen/layer/GenLayerAddSnow -> aru
Class map: net/minecraft/world/gen/layer/GenLayerBiomeEdge -> arv
Class map: net/minecraft/world/gen/layer/GenLayerBiome -> arw
Class map: net/minecraft/command/server/CommandPardonIp -> as
Class map: net/minecraft/world/gen/layer/GenLayerFuzzyZoom -> asa
Class map: net/minecraft/world/gen/layer/IntCache -> asc
Class map: net/minecraft/world/gen/layer/GenLayerIsland -> asd
Class map: net/minecraft/world/gen/layer/GenLayer -> ase
Class map: net/minecraft/world/gen/layer/GenLayer$1 -> ase$1
Class map: net/minecraft/world/gen/layer/GenLayer$2 -> ase$2
Class map: net/minecraft/world/gen/layer/GenLayerRareBiome -> asf
Class map: net/minecraft/world/gen/layer/GenLayerHills -> asg
Class map: net/minecraft/world/gen/layer/GenLayerRemoveTooMuchOcean -> ash
Class map: net/minecraft/world/gen/layer/GenLayerRiverInit -> asi
Class map: net/minecraft/world/gen/layer/GenLayerRiver -> asj
Class map: net/minecraft/world/gen/layer/GenLayerRiverMix -> ask
Class map: net/minecraft/world/gen/layer/GenLayerShore -> asl
Class map: net/minecraft/world/gen/layer/GenLayerSmooth -> asm
Class map: net/minecraft/world/gen/layer/GenLayerVoronoiZoom -> asq
Class map: net/minecraft/world/gen/layer/GenLayerZoom -> asr
Class map: net/minecraft/pathfinding/Path -> asu
Class map: net/minecraft/pathfinding/PathPoint -> asv
Class map: net/minecraft/world/pathfinder/NodeProcessor -> asw
Class map: net/minecraft/pathfinding/PathEntity -> asx
Class map: net/minecraft/pathfinding/PathFinder -> asy
Class map: net/minecraft/world/pathfinder/SwimNodeProcessor -> asz
Class map: net/minecraft/command/server/CommandPardonPlayer -> at
Class map: net/minecraft/world/pathfinder/WalkNodeProcessor -> ata
Class map: net/minecraft/world/WorldSavedData -> ate
Class map: net/minecraft/util/Vec4b -> atf
Class map: net/minecraft/world/storage/MapData -> atg
Class map: net/minecraft/world/storage/MapData$MapInfo -> atg$a
Class map: net/minecraft/world/chunk/storage/AnvilSaveHandler -> atj
Class map: net/minecraft/world/chunk/storage/AnvilSaveConverter -> atk
Class map: net/minecraft/world/chunk/storage/AnvilSaveConverter$1 -> atk$1
Class map: net/minecraft/world/storage/DerivedWorldInfo -> atl
Class map: net/minecraft/world/storage/SaveHandler -> atm
Class map: net/minecraft/world/storage/SaveFormatOld -> atn
Class map: net/minecraft/world/storage/WorldInfo -> ato
Class map: net/minecraft/world/storage/WorldInfo$1 -> ato$1
Class map: net/minecraft/world/storage/WorldInfo$2 -> ato$2
Class map: net/minecraft/world/storage/WorldInfo$3 -> ato$3
Class map: net/minecraft/world/storage/WorldInfo$4 -> ato$4
Class map: net/minecraft/world/storage/WorldInfo$5 -> ato$5
Class map: net/minecraft/world/storage/WorldInfo$6 -> ato$6
Class map: net/minecraft/world/storage/WorldInfo$7 -> ato$7
Class map: net/minecraft/world/storage/WorldInfo$8 -> ato$8
Class map: net/minecraft/world/storage/WorldInfo$9 -> ato$9
Class map: net/minecraft/world/storage/ISaveHandler -> atp
Class map: net/minecraft/client/AnvilConverterException -> atq
Class map: net/minecraft/world/storage/ISaveFormat -> atr
Class map: net/minecraft/world/storage/SaveFormatComparator -> ats
Class map: net/minecraft/world/storage/SaveHandlerMP -> atx
Class map: net/minecraft/world/storage/IPlayerFileData -> aty
Class map: net/minecraft/world/storage/SaveDataMemoryStorage -> atz
Class map: net/minecraft/command/CommandParticle -> au
Class map: net/minecraft/world/storage/MapStorage -> aua
Class map: net/minecraft/world/storage/ThreadedFileIOBase -> auc
Class map: net/minecraft/world/storage/IThreadedFileIO -> aud
Class map: net/minecraft/util/AxisAlignedBB -> aug
Class map: net/minecraft/util/MovingObjectPosition -> auh
Class map: net/minecraft/util/MovingObjectPosition$MovingObjectType -> auh$a
Class map: net/minecraft/util/Vec3 -> aui
Class map: net/minecraft/scoreboard/ScoreObjective -> auk
Class map: net/minecraft/scoreboard/ScorePlayerTeam -> aul
Class map: net/minecraft/scoreboard/Score -> aum
Class map: net/minecraft/scoreboard/Score$1 -> aum$1
Class map: net/minecraft/scoreboard/Scoreboard -> auo
Class map: net/minecraft/scoreboard/ScoreboardSaveData -> aup
Class map: net/minecraft/scoreboard/Team -> auq
Class map: net/minecraft/scoreboard/Team$EnumVisible -> auq$a
Class map: net/minecraft/scoreboard/GoalColor -> aur
Class map: net/minecraft/scoreboard/ScoreDummyCriteria -> aus
Class map: net/minecraft/scoreboard/ScoreHealthCriteria -> aut
Class map: net/minecraft/scoreboard/IScoreObjectiveCriteria -> auu
Class map: net/minecraft/scoreboard/IScoreObjectiveCriteria$EnumRenderType -> auu$a
Class map: net/minecraft/stats/ObjectiveStat -> auv
Class map: net/minecraft/client/renderer/ActiveRenderInfo -> auz
Class map: net/minecraft/command/CommandPlaySound -> av
Class map: net/minecraft/client/gui/ChatLine -> ava
Class map: net/minecraft/client/settings/KeyBinding -> avb
Class map: net/minecraft/client/renderer/RenderHelper -> avc
Class map: net/minecraft/client/renderer/GLAllocation -> avd
Class map: net/minecraft/client/Minecraft -> ave
Class map: net/minecraft/client/Minecraft$1 -> ave$1
Class map: net/minecraft/client/Minecraft$10 -> ave$10
Class map: net/minecraft/client/Minecraft$11 -> ave$11
Class map: net/minecraft/client/Minecraft$12 -> ave$12
Class map: net/minecraft/client/Minecraft$13 -> ave$13
Class map: net/minecraft/client/Minecraft$14 -> ave$14
Class map: net/minecraft/client/Minecraft$15 -> ave$15
Class map: net/minecraft/client/Minecraft$16 -> ave$16
Class map: net/minecraft/client/Minecraft$17 -> ave$17
Class map: net/minecraft/client/Minecraft$18 -> ave$18
Class map: net/minecraft/client/Minecraft$2 -> ave$2
Class map: net/minecraft/client/Minecraft$3 -> ave$3
Class map: net/minecraft/client/Minecraft$4 -> ave$4
Class map: net/minecraft/client/Minecraft$5 -> ave$5
Class map: net/minecraft/client/Minecraft$6 -> ave$6
Class map: net/minecraft/client/Minecraft$7 -> ave$7
Class map: net/minecraft/client/Minecraft$8 -> ave$8
Class map: net/minecraft/client/Minecraft$9 -> ave$9
Class map: net/minecraft/util/MouseHelper -> avf
Class map: net/minecraft/client/settings/GameSettings -> avh
Class map: net/minecraft/client/settings/GameSettings$1 -> avh$1
Class map: net/minecraft/client/settings/GameSettings$2 -> avh$2
Class map: net/minecraft/client/settings/GameSettings$Options -> avh$a
Class map: net/minecraft/client/LoadingScreenRenderer -> avi
Class map: net/minecraft/util/ScreenShotHelper -> avj
Class map: net/minecraft/util/MinecraftError -> avk
Class map: net/minecraft/util/Timer -> avl
Class map: net/minecraft/util/Session -> avm
Class map: net/minecraft/util/Session$Type -> avm$a
Class map: net/minecraft/client/gui/FontRenderer -> avn
Class map: net/minecraft/client/gui/GuiIngame -> avo
Class map: net/minecraft/client/gui/GuiIngame$1 -> avo$1
Class map: net/minecraft/client/gui/Gui -> avp
Class map: net/minecraft/client/gui/MapItemRenderer -> avq
Class map: net/minecraft/client/gui/MapItemRenderer$1 -> avq$1
Class map: net/minecraft/client/gui/MapItemRenderer$Instance -> avq$a
Class map: net/minecraft/client/gui/ScaledResolution -> avr
Class map: net/minecraft/client/gui/GuiButton -> avs
Class map: net/minecraft/client/gui/GuiNewChat -> avt
Class map: net/minecraft/client/gui/GuiUtilRenderComponents -> avu
Class map: net/minecraft/client/gui/GuiOverlayDebug -> avv
Class map: net/minecraft/client/gui/GuiOverlayDebug$1 -> avv$1
Class map: net/minecraft/client/gui/GuiTextField -> avw
Class map: net/minecraft/client/gui/GuiSlider -> avx
Class map: net/minecraft/client/gui/GuiSlider$FormatHelper -> avx$a
Class map: net/minecraft/client/gui/GuiLabel -> avy
Class map: net/minecraft/client/gui/GuiButtonLanguage -> avz
Class map: net/minecraft/command/server/CommandPublishLocalServer -> aw
Class map: net/minecraft/client/gui/GuiListButton -> awb
Class map: net/minecraft/client/gui/GuiLockIconButton -> awc
Class map: net/minecraft/client/gui/GuiLockIconButton$Icon -> awc$a
Class map: net/minecraft/client/gui/GuiListExtended -> awd
Class map: net/minecraft/client/gui/GuiListExtended$IGuiListEntry -> awd$a
Class map: net/minecraft/client/gui/GuiOptionButton -> awe
Class map: net/minecraft/client/gui/GuiOptionsRowList -> awf
Class map: net/minecraft/client/gui/GuiOptionsRowList$Row -> awf$a
Class map: net/minecraft/client/gui/GuiPageButtonList -> awg
Class map: net/minecraft/client/gui/GuiPageButtonList$GuiButtonEntry -> awg$a
Class map: net/minecraft/client/gui/GuiPageButtonList$GuiResponder -> awg$b
Class map: net/minecraft/client/gui/GuiPageButtonList$EditBoxEntry -> awg$c
Class map: net/minecraft/client/gui/GuiPageButtonList$GuiEntry -> awg$d
Class map: net/minecraft/client/gui/GuiPageButtonList$GuiLabelEntry -> awg$e
Class map: net/minecraft/client/gui/GuiPageButtonList$GuiListEntry -> awg$f
Class map: net/minecraft/client/gui/GuiPageButtonList$GuiSlideEntry -> awg$g
Class map: net/minecraft/client/gui/GuiPlayerTabOverlay -> awh
Class map: net/minecraft/client/gui/GuiPlayerTabOverlay$1 -> awh$1
Class map: net/minecraft/client/gui/GuiPlayerTabOverlay$PlayerComparator -> awh$a
Class map: net/minecraft/client/gui/GuiSlot -> awi
Class map: net/minecraft/client/gui/GuiOptionSlider -> awj
Class map: net/minecraft/client/gui/GuiStreamIndicator -> awk
Class map: net/minecraft/client/gui/GuiSpectator -> awm
Class map: net/minecraft/client/gui/GuiButtonRealmsProxy -> awp
Class map: net/minecraft/client/gui/GuiClickableScrolledSelectionListProxy -> awq
Class map: net/minecraft/client/gui/GuiScreenRealmsProxy -> awr
Class map: net/minecraft/client/gui/GuiSlotRealmsProxy -> aws
Class map: net/minecraft/client/gui/GuiSimpleScrolledSelectionListProxy -> awt
Class map: net/minecraft/client/gui/ScreenChatOptions -> awu
Class map: net/minecraft/client/gui/GuiChat -> awv
Class map: net/minecraft/client/gui/GuiConfirmOpenLink -> aww
Class map: net/minecraft/client/gui/GuiYesNoCallback -> awx
Class map: net/minecraft/client/gui/GuiYesNo -> awy
Class map: net/minecraft/client/multiplayer/GuiConnecting -> awz
Class map: net/minecraft/client/multiplayer/GuiConnecting$1 -> awz$1
Class map: net/minecraft/command/CommandReplaceItem -> ax
Class map: net/minecraft/client/gui/GuiCreateFlatWorld -> axa
Class map: net/minecraft/client/gui/GuiCreateFlatWorld$Details -> axa$a
Class map: net/minecraft/client/gui/GuiCreateWorld -> axb
Class map: net/minecraft/client/gui/GuiScreenCustomizePresets -> axc
Class map: net/minecraft/client/gui/GuiScreenCustomizePresets$Info -> axc$a
Class map: net/minecraft/client/gui/GuiScreenCustomizePresets$ListPreset -> axc$b
Class map: net/minecraft/client/gui/GuiCustomizeWorldScreen -> axd
Class map: net/minecraft/client/gui/GuiCustomizeWorldScreen$1 -> axd$1
Class map: net/minecraft/client/gui/GuiGameOver -> axe
Class map: net/minecraft/client/gui/GuiScreenDemo -> axf
Class map: net/minecraft/client/gui/GuiScreenServerList -> axg
Class map: net/minecraft/client/gui/GuiDisconnected -> axh
